Account_Number,City,State_Province,Country,Zip_PostalCode,Sex,Birth_Year,Marital_Status,Employment_Status,Is_condition_due_to_an_accident,Reminder_Preference,Subscribed_Reminders,Subscribed_Recalls,Subscribed_Email_Campaigns,Subscribed_Birthday_Campaigns,Subscribed_Availability_Campaigns,Subscribe_Referral_Campaigns,Subscribe_Client_Satisfaction,Number_of_Appointments
3695,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4188,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3028,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3635,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1616,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4606,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1930,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1272,STEILACOOM,WA,US,98388,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1954,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1423,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4961,,WA,US,,,1900,,,,email,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,0
1666,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3528,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1455,TACOMA,WA,US,98444,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2470,TACOMA,WA,US,98444,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2324,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
500,TACOMA,WA,US,98445,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1989,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2334,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2743,TACOMA,WA,US,98402,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2751,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3762,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4030,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4462,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4464,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4610,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
604,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
897,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
934,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3012,TACOMA,WA,US,98404,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3048,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3666,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3713,ANDERSON ISLAND,WA,US,98303,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4148,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4335,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4388,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4596,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4977,STEILACOOM,WA,US,98388,F,1966,M,E,No,text,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,2
4343,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2748,ISSAQUAH,WA,US,98027,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1563,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1100,TACOMA,WA,US,98409,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2430,ROY,WA,US,98580,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2054,TACOMA,WA,US,98445,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2695,TACOMA,WA,US,98406,M,1989,S,E,[u'No'],text,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,2
1481,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1483,TACOMA,WA,US,98404,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3782,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4045,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4709,UNIVERSITY PLACE,WA,US,98467,F,1979,M,E,,text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,13
93,UNIVERSITY PLACE ,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2480,SPANAWAY,WA,US,98387,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2662,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3025,TACOMA,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3102,TACOMA,WA,US,98424,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1990,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2389,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1486,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1261,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4044,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3582,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3175,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
137,GIG HARBOR,WA,US,98329,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1724,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3742,TACOMA,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1372,BONNEY LAKE,WA,US,98391,F,1993,M,E,[u'Yes'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,7
1917,MILTON,WA,US,98354,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4962,LAKEWOOD,WA,US,98498,F,1950,M,R,No,text,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,2
2551,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2920,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3020,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3920,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3156,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,5
5011,,WA,US,,,1900,,,,email,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3164,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3222,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1907,UNIVERSITY PLACE,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2100,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3167,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1544,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
174,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1834,UNIVERSITY PLACE ,WA,US,98467,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2736,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
541,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2177,TACOMA,WA,US,98444,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3861,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3862,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
747,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4912,TACOMA,WA,US,98409,F,2003,S,S,No,email,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,9
1022,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3398,TACOMA,WA,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4488,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4787,TACOMA,WA,US,98404,M,1984,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,10
4998,TACOMA,WA,US,98465,,1980,M,E,No,,SUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,UNSUBSCRIBED,8
595,TACOMA,WA,US,98465,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4061,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3405,SILVERDALE,WA,US,98383,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1693,TACOMA,WA,US,98403,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2590,PUYALLUP,WA,US,98375,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2867,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
226,FIRCREST,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2816,TACOMA,WA,US,98401,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
724,TACOMA,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
240,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3581,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
485,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2490,GRAHAM,WA,US,98338,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2624,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
389,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4167,LAKEWOOD,WA,US,98499,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
236,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4122,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2896,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2746,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4360,TACOMA,WA,US,98444,F,1971,S,E,[u'No'],email,UNSUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
78,STEILACOOM,WA,US,98388,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
811,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1172,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1663,RUSKIN,FL,US,33570,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2132,TACOMA,WA,US,98422,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2910,TACOMA,WA,US,98406,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3360,TACOMA,WA,US,98409,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
2532,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1322,TACOMA,WA,US,98418,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
288,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4756,TACOMA,WA,US,98465,F,1993,M,E,[u'No'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,1
4463,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3059,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3354,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4010,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
760,,,US,,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4796,TACOMA,WA,US,98406,F,1979,M,E,[u'No'],text,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,58
4304,PUYALLUP,WA,US,98375,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
889,LAKEWOOD,WA,US,98498,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
67,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3314,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4623,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
144,TACOMA,WA,US,98408,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
638,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
1247,GIG HARBOR,WA,US,98335,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
3251,TACOMA,WA,US,98407,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
4693,UNIVERSITY PLACE,WA,US,98466,F,1990,M,E,[u'No'],email,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,2
3057,UNIVERSITY PLACE,WA,US,98466,,1900,,,,,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,SUBSCRIBED,0
